"null"	"Datum"	"Name"	"Ticker"	"Letzter"	"Preis"	"Menge"	"Pos. Veränd."	"Richtung"	"Typ"	"Stop"	"Limit"	"Status"	"Gewinn"	"Gewinn pro Einheit"	"Trail. Stop"	"% Gap"	"Bid"	"Spread"	"Ask"	"Gültigkeit"	"Kommentar"	"Dauer"	"Typ"	"Sektor"	"Börsenplatz"	"Währung"	
""	"24 Apr. 2026, 17:36:02"	"AVIS BUDGET"	"CAR"	""	"218,00$"	"25"	"0 => 25"	"Kauf"	"Limit"	""	"218,00$"	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"24 Apr. 2026, 17:09:50"	"ONTO INNOVATION"	"ONTO"	""	"308,67$"	"4"	"1 => 5"	"Kauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"318,05"	"4,70%"	"333,00"	"Tagesende"	""	""	"AKT"	"Industrieunternehmen"	"NYSE ETH"	"USD"	
""	"24 Apr. 2026, 16:55:18"	"AVIS BUDGET"	"CAR"	""	"233,14$"	"-39"	"39 => 0"	"Verkauf"	"Limit"	""	"233,14$"	"Ausgeführt"	"+746,07$"	"+8,94%"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	"1,18M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"24 Apr. 2026, 16:35:40"	"AVIS BUDGET"	"CAR"	""	"214,01$"	"39"	"0 => 39"	"Kauf"	"Limit"	""	"215,00$"	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"24 Apr. 2026, 16:30:20"	"AVIS BUDGET"	"CAR"	""	"222,28$"	"39"	"-39 => 0"	"Kauf"	"Limit"	""	"222,28$"	"Ausgeführt"	"+107,64$"	"+1,23%"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	"69,8M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"24 Apr. 2026, 15:41:55"	"TOYO"	"TOYO"	""	"11,76$"	"-100"	"100 => 0"	"Verkauf"	"Stop"	"12,26$"	""	"Ausgeführt"	"-114,00$"	"-8,84%"	""	""	"7,88"	"1,40%"	"7,99"	"Kein Limit"	""	"82,9M"	"AKT"	"Industrieunternehmen"	"NASDAQ ETH"	"USD"	
""	"24 Apr. 2026, 15:35:33"	"ECHOSTAR"	"ECHO"	""	"118,77$"	"-10"	"10 => 0"	"Verkauf"	"Stop"	"118,85$"	""	"Ausgeführt"	"-63,30$"	"-5,06%"	""	""	"100,29"	"0,21%"	"100,50"	"Kein Limit"	""	"245M"	"AKT"	""	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 21:07:36"	"AVIS BUDGET"	"CAR"	""	"225,04$"	"-39"	"0 => -39"	"Verkauf"	"Limit"	""	"225,04$"	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 20:54:53"	"AVIS BUDGET"	"CAR"	""	"221,99$"	"39"	"-39 => 0"	"Kauf"	"Stop"	"220,20$"	""	"Ausgeführt"	"+411,59$"	"+4,54%"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	"8,47M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 18:34:34"	"AVIS BUDGET"	"CAR"	""	"241,28$"	"-5"	"-34 => -39"	"Verkauf"	"Limit"	""	"241,28$"	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 18:34:12"	"AVIS BUDGET"	"CAR"	""	"235,76$"	"-10"	"-25 => -34"	"Verkauf"	"Limit"	""	"235,76$"	"Teil. Gelöscht"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 18:33:45"	"AVIS BUDGET"	"CAR"	""	"229,64$"	"-35"	"0 => -25"	"Verkauf"	"Limit"	""	"229,64$"	"Teil. Verweigert"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 18:29:51"	"AVIS BUDGET"	"CAR"	""	"234,60$"	"35"	"-35 => 0"	"Kauf"	"Stop"	"233,94$"	""	"Ausgeführt"	"+76,10$"	"+0,92%"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	"3,61M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 17:33:13"	"AVIS BUDGET"	"CAR"	""	"238,06$"	"-5"	"-30 => -35"	"Verkauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Tagesende"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 17:29:42"	"AVIS BUDGET"	"CAR"	""	"236,56$"	"-30"	"0 => -30"	"Verkauf"	"Limit"	""	"236,56$"	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 17:16:37"	"AVIS BUDGET"	"CAR"	""	"249,58$"	"30"	"-30 => 0"	"Kauf"	"Limit"	""	"249,58$"	"Ausgeführt"	"+88,20$"	"+1,16%"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	"1,08M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 16:59:53"	"AVIS BUDGET"	"CAR"	""	"253,02$"	"-20"	"-10 => -30"	"Verkauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Tagesende"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 16:58:38"	"AVIS BUDGET"	"CAR"	""	"251,52$"	"-10"	"0 => -10"	"Verkauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Tagesende"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 16:40:39"	"TOYO"	"TOYO"	""	"12,90$"	"100"	"0 => 100"	"Kauf"	"Limit"	""	"12,90$"	"Ausgeführt"	"-"	"-"	""	""	"7,88"	"1,40%"	"7,99"	"Kein Limit"	""	""	"AKT"	"Industrieunternehmen"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 16:06:05"	"THIRD COAST BANCSHARES"	"TCBX"	""	"37,86$"	"50"	"0 => 50"	"Kauf"	"Limit"	"USD"	"37,86$"	"Ausgeführt"	"-"	"-"	""	""	"16,20"	"159,26%"	"42,00"	"Kein Limit"	""	""	"AKT"	"Finanzdienstleistung"	"NYSE ETH"	"USD"	
""	"23 Apr. 2026, 15:56:43"	"ADOBE"	"ADBE"	""	"234,24$"	"-6"	"6 => 0"	"Verkauf"	"Stop"	"234,16$"	""	"Ausgeführt"	"-73,47$"	"-4,97%"	""	""	"195,30"	"0,08%"	"195,45"	"Kein Limit"	""	"1,81M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 15:50:39"	"AVIS BUDGET"	"CAR"	""	"323,97$"	"-26"	"26 => 0"	"Verkauf"	"At Market"	""	""	"Ausgeführt"	"-9.250,90$"	"-52,34%"	""	""	"174,20"	"10,10%"	"191,80"	"Tagesende"	""	"79,3M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 15:26:33"	"ADOBE"	"ADBE"	""	"246,48$"	"6"	"0 => 6"	"Kauf"	"Limit"	""	"246,48$"	"Ausgeführt"	"-"	"-"	""	""	"195,30"	"0,08%"	"195,45"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"23 Apr. 2026, 10:52:58"	"OKLO CLASS A"	"OKLO"	""	"70,01$"	"-50"	"0 => -50"	"Verkauf"	"Stop Limit"	"70,14$"	"69,36$"	"Ausgeführt"	"-"	"-"	""	""	"54,56"	"0,40%"	"54,78"	"Kein Limit"	""	""	"AKT"	"Versorgungssektor"	"NYSE ETH"	"USD"	
""	"22 Apr. 2026, 21:53:29"	"OKLO CLASS A"	"OKLO"	""	"72,30$"	"-50"	"50 => 0"	"Verkauf"	"Limit"	""	"72,30$"	"Ausgeführt"	"+376,00$"	"+11,61%"	""	""	"54,56"	"0,40%"	"54,78"	"Kein Limit"	""	"102M"	"AKT"	"Versorgungssektor"	"NYSE ETH"	"USD"	
""	"22 Apr. 2026, 21:00:03"	"ASML NEW YORK REGISTRY SHARES"	"ASML"	""	"1.447,70$"	"5"	"0 => 5"	"Kauf"	"Limit"	""	"1.447,70$"	"Ausgeführt"	"-"	"-"	""	""	"1.821,04"	"0,33%"	"1.827,00"	"Kein Limit"	""	""	"AKT"	"Industrieunternehmen"	"NASDAQ ETH"	"USD"	
""	"22 Apr. 2026, 19:54:34"	"FMC"	"FMC"	""	"14,81$"	"-50"	"50 => 0"	"Verkauf"	"Stop"	"14,81$"	""	"Ausgeführt"	"-43,50$"	"-5,55%"	""	""	"11,23"	"2,85%"	"11,55"	"Kein Limit"	""	"86M"	"AKT"	"Grundstoffe"	"NYSE ETH"	"USD"	
""	"22 Apr. 2026, 19:01:26"	"AVIS BUDGET"	"CAR"	""	"622,54$"	"2"	"24 => 26"	"Kauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Tagesende"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"22 Apr. 2026, 17:56:48"	"PALO ALTO NETWORKS"	"CAR"	""	"675,26$"	"4"	"20 => 24"	"Kauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Tagesende"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"22 Apr. 2026, 17:48:45"	"AVIS BUDGET"	"CAR"	""	"686,40$"	"20"	"0 => 20"	"Kauf"	"Limit"	""	"686,40$"	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 21:43:40"	"ONTO INNOVATION"	"ONTO"	""	"288,40$"	"-10"	"11 => 1"	"Verkauf"	"Stop Limit"	"288,80$"	"287,00$"	"Ausgeführt"	"+618,66$"	"+27,31%"	""	""	"318,05"	"4,70%"	"333,00"	"Kein Limit"	""	"1,75B"	"AKT"	"Industrieunternehmen"	"NYSE ETH"	"USD"	
""	"21 Apr. 2026, 21:32:54"	"AVIS BUDGET"	"CAR"	""	"764,17$"	"15"	"-15 => 0"	"Kauf"	"Stop"	"754,00$"	""	"Ausgeführt"	"-738,30$"	"-6,88%"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	"1,21M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 21:12:44"	"AVIS BUDGET"	"CAR"	""	"714,95$"	"-15"	"0 => -15"	"Verkauf"	"Limit"	""	"714,95$"	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 20:40:10"	"AVIS BUDGET"	"CAR"	""	"688,81$"	"6"	"-6 => 0"	"Kauf"	"Stop"	"688,42$"	""	"Ausgeführt"	"-88,14$"	"-2,18%"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	"892.000"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 20:25:18"	"AVIS BUDGET"	"CAR"	""	"674,12$"	"-6"	"0 => -6"	"Verkauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Tagesende"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 20:23:11"	"AVIS BUDGET"	"CAR"	""	"668,69$"	"-15"	"15 => 0"	"Verkauf"	"Stop"	"669,00$"	""	"Ausgeführt"	"+67,80$"	"+0,68%"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	"13,3M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 20:01:50"	"FMC"	"FMC"	""	"15,68$"	"50"	"0 => 50"	"Kauf"	"Limit"	""	"15,68$"	"Ausgeführt"	"-"	"-"	""	""	"11,23"	"2,85%"	"11,55"	"Kein Limit"	""	""	"AKT"	"Grundstoffe"	"NYSE ETH"	"USD"	
""	"21 Apr. 2026, 19:23:55"	"ECHOSTAR"	"ECHO"	""	"125,10$"	"10"	"0 => 10"	"Kauf"	"Limit"	""	"125,10$"	"Ausgeführt"	"-"	"-"	""	""	"100,29"	"0,21%"	"100,50"	"Kein Limit"	""	""	"AKT"	""	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 19:19:20"	"COREWEAVE"	"CRWV"	""	"115,35$"	"-10"	"10 => 0"	"Verkauf"	"Stop Limit"	"115,31$"	"114,74$"	"Ausgeführt"	"+28,50$"	"+2,53%"	""	""	"103,60"	"0,45%"	"104,07"	"Kein Limit"	""	"99,5M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 18:12:03"	"Spot EUR/USD"	"EURUSD"	""	"1,17540$"	"860"	""	"Kauf"	"Währungskonvertierung"	""	""	"Ausgeführt"	"-"	"-"	""	""	"1,13581"	"0,1Pips"	"1,13582"	"Tagesende"	""	""	"FX"	""	"Forex - IB"	"USD"	
""	"21 Apr. 2026, 18:02:02"	"AVIS BUDGET"	"CAR"	""	"595,65$"	"3"	"12 => 15"	"Kauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Tagesende"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 17:26:32"	"OKLO CLASS A"	"OKLO"	""	"64,78$"	"50"	"0 => 50"	"Kauf"	"Limit"	""	"64,78$"	"Ausgeführt"	"-"	"-"	""	""	"54,56"	"0,40%"	"54,78"	"Kein Limit"	""	""	"AKT"	"Versorgungssektor"	"NYSE ETH"	"USD"	
""	"21 Apr. 2026, 16:50:40"	"ASML NEW YORK REGISTRY SHARES"	"ASML"	""	"1.462,20$"	"-5"	"5 => 0"	"Verkauf"	"Stop Limit"	"1.462,85$"	"1.459,39$"	"Ausgeführt"	"+58,30$"	"+0,80%"	""	""	"1.821,04"	"0,33%"	"1.827,00"	"Kein Limit"	""	"531M"	"AKT"	"Industrieunternehmen"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 16:41:33"	"AVIS BUDGET"	"CAR"	""	"681,30$"	"12"	"0 => 12"	"Kauf"	"Limit"	""	"681,30$"	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 15:50:45"	"PALO ALTO NETWORKS"	"AVGO"	""	"395,00$"	"-8"	"8 => 0"	"Verkauf"	"Stop Limit"	"395,00$"	"395,00$"	"Ausgeführt"	"-20,88$"	"-0,66%"	""	""	"387,11"	"0,19%"	"387,85"	"Kein Limit"	""	"79,7M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 15:31:20"	"XANADU QUANTUM TECHNOLOGIES SUBORDINAT"	"XNDU"	""	"24,00$"	"-40"	"40 => 0"	"Verkauf"	"Stop"	"23,89$"	""	"Ausgeführt"	"-46,00$"	"-4,57%"	""	""	"11,80"	"0,51%"	"11,86"	"Kein Limit"	""	"12.000"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 15:31:08"	"XANADU QUANTUM TECHNOLOGIES SUBORDINAT"	"XNDU"	""	"25,15$"	"40"	"0 => 40"	"Kauf"	"Limit"	""	"25,15$"	"Ausgeführt"	"-"	"-"	""	""	"11,80"	"0,51%"	"11,86"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 15:30:49"	"OKLO CLASS A"	"OKLO"	""	"67,50$"	"-50"	"50 => 0"	"Verkauf"	"Stop Limit"	"67,50$"	"67,50$"	"Ausgeführt"	"+76,00$"	"+2,30%"	""	""	"54,56"	"0,40%"	"54,78"	"Kein Limit"	""	"77,4M"	"AKT"	"Versorgungssektor"	"NYSE ETH"	"USD"	
""	"21 Apr. 2026, 15:30:33"	"AVIS BUDGET"	"CAR"	""	"618,33$"	"-5"	"5 => 0"	"Verkauf"	"Stop"	"619,15$"	""	"Ausgeführt"	"+120,30$"	"+4,05%"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	"78,8M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 15:27:26"	"AVIS BUDGET"	"CAR"	""	"620,00$"	"-9"	"14 => 5"	"Verkauf"	"Stop Limit"	"620,00$"	"620,00$"	"Ausgeführt"	"+231,57$"	"+4,33%"	"USD"	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	"78,6M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"21 Apr. 2026, 11:59:09"	"AVIS BUDGET"	"CAR"	""	"687,94$"	"5"	"9 => 14"	"Kauf"	"Limit"	""	"687,94$"	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"20 Apr. 2026, 21:10:50"	"ALTO NEUROSCIENCE"	"ANRO"	""	"26,45$"	"-50"	"50 => 0"	"Verkauf"	"Stop Limit"	"26,48$"	"26,33$"	"Ausgeführt"	"+207,50$"	"+18,61%"	""	""	"23,20"	"13,79%"	"26,40"	"Kein Limit"	""	"1,21B"	"AKT"	"Gesundheitswesen"	"NYSE ETH"	"USD"	
""	"20 Apr. 2026, 20:30:44"	"AVIS BUDGET"	"CAR"	""	"572,99$"	"3"	"6 => 9"	"Kauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Tagesende"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"20 Apr. 2026, 18:00:50"	"OKLO CLASS A"	"OKLO"	""	"65,98$"	"50"	"0 => 50"	"Kauf"	"Limit"	""	"65,98$"	"Ausgeführt"	"-"	"-"	""	""	"54,56"	"0,40%"	"54,78"	"Kein Limit"	""	""	"AKT"	"Versorgungssektor"	"NYSE ETH"	"USD"	
""	"20 Apr. 2026, 17:42:47"	"BROADCOM"	"AVGO"	""	"397,61$"	"8"	"0 => 8"	"Kauf"	"Limit"	""	"397,61$"	"Ausgeführt"	"-"	"-"	""	""	"387,11"	"0,19%"	"387,85"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"20 Apr. 2026, 17:37:22"	"AVIS BUDGET"	"CAR"	""	"526,85$"	"6"	"0 => 6"	"Kauf"	"Limit"	""	"526,85$"	"Ausgeführt"	"-"	"-"	""	""	"174,20"	"10,10%"	"191,80"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"20 Apr. 2026, 16:51:16"	"ROBINHOOD MARKETS"	"HOOD"	""	"88,81$"	"-20"	"20 => 0"	"Verkauf"	"Stop"	"88,84$"	""	"Ausgeführt"	"+64,67$"	"+3,78%"	""	""	"98,37"	"0,27%"	"98,64"	"Kein Limit"	""	"349M"	"AKT"	"Finanzdienstleistung"	"NASDAQ ETH"	"USD"	
""	"20 Apr. 2026, 15:40:31"	"COREWEAVE"	"CRWV"	""	"112,50$"	"10"	"0 => 10"	"Kauf"	"Limit"	""	"112,50$"	"Ausgeführt"	"-"	"-"	""	""	"103,60"	"0,45%"	"104,07"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"20 Apr. 2026, 15:38:46"	"LEGENCE"	"LGN"	""	"72,29$"	"-20"	"20 => 0"	"Verkauf"	"Stop"	"72,48$"	""	"Ausgeführt"	"+99,00$"	"+7,35%"	""	""	"79,50"	"14,47%"	"91,00"	"Kein Limit"	""	"338M"	"AKT"	"Industrieunternehmen"	"NASDAQ ETH"	"USD"	
""	"20 Apr. 2026, 15:33:10"	"LAM RESEARCH"	"LRCX"	""	"263,99$"	"-10"	"10 => 0"	"Verkauf"	"Stop"	"263,84$"	""	"Ausgeführt"	"+15,85$"	"+0,60%"	""	""	"398,00"	"0,20%"	"398,79"	"Kein Limit"	""	"431M"	"AKT"	"Industrieunternehmen"	"NASDAQ ETH"	"USD"	
""	"20 Apr. 2026, 15:32:20"	"INTEL"	"INTC"	""	"67,63$"	"-10"	"10 => 0"	"Verkauf"	"Stop"	"67,63$"	""	"Ausgeführt"	"+26,12$"	"+4,02%"	""	""	"136,40"	"0,13%"	"136,58"	"Kein Limit"	""	"519M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"20 Apr. 2026, 15:30:01"	"AST SPACEMOBILE"	"ASTS"	"USD"	"73,61$"	"-21"	"21 => 0"	"Verkauf"	"Stop"	"83,80$"	""	"Ausgeführt"	"-270,20$"	"-14,88%"	""	""	"68,95"	"0,33%"	"69,18"	"Kein Limit"	""	"432M"	"AKT"	"Telekommunikation"	"NASDAQ ETH"	"USD"	
""	"17 Apr. 2026, 17:56:48"	"HUT 8"	"HUT"	""	"75,20$"	"-20"	"20 => 0"	"Verkauf"	"Limit"	""	"75,20$"	"Ausgeführt"	"+136,80$"	"+10,01%"	""	""	"118,40"	"0,51%"	"119,00"	"Kein Limit"	""	"92,2M"	"AKT"	"Finanzdienstleistung"	"NASDAQ ETH"	"USD"	
""	"17 Apr. 2026, 17:44:10"	"ADOBE"	"ADBE"	""	"246,88$"	"-6"	"6 => 0"	"Verkauf"	"Stop"	"246,95$"	""	"Ausgeführt"	"+45,63$"	"+3,18%"	""	""	"195,30"	"0,08%"	"195,45"	"Kein Limit"	""	"699M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"17 Apr. 2026, 12:51:28"	"E.ON"	"EOAN"	""	"18,815€"	"-20"	"20 => 0"	"Verkauf"	"Stop"	"18,815€"	""	"Ausgeführt"	"-29,50€"	"-7,27%"	""	""	"17,505"	"0,23%"	"17,545"	"Kein Limit"	""	"2,6B"	"AKT"	"Versorgungssektor"	"XETRA"	"EUR"	
""	"16 Apr. 2026, 21:42:10"	"GARTNER"	"IT"	""	"155,39$"	"-5"	"5 => 0"	"Verkauf"	"At Market"	""	""	"Ausgeführt"	"+4,55$"	"+0,59%"	""	""	"124,78"	"11,28%"	"138,85"	"Tagesende"	""	"1,25B"	"AKT"	"Gebrauchsgüter"	"NYSE ETH"	"USD"	
""	"16 Apr. 2026, 21:34:53"	"NETFLIX"	"NFLX"	""	"107,83$"	"50"	"0 => 50"	"Kauf"	"Limit"	""	"107,83$"	"Ausgeführt"	"-"	"-"	""	""	"71,75"	"0,04%"	"71,78"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"16 Apr. 2026, 18:05:43"	"Spot EUR/USD"	"EURUSD"	""	"1,17816$"	"-10.284"	""	"Verkauf"	"Währungskonvertierung"	""	""	"Ausgeführt"	"-"	"-"	""	""	"1,13581"	"0,1Pips"	"1,13582"	"Tagesende"	""	""	"FX"	""	"Forex - IB"	"USD"	
""	"16 Apr. 2026, 17:47:55"	"LEGENCE"	"LGN"	""	"67,34$"	"20"	"0 => 20"	"Kauf"	"Limit"	""	"67,34$"	"Ausgeführt"	"-"	"-"	""	""	"79,50"	"14,47%"	"91,00"	"Kein Limit"	""	""	"AKT"	"Industrieunternehmen"	"NASDAQ ETH"	"USD"	
""	"16 Apr. 2026, 16:35:05"	"ASML NEW YORK REGISTRY SHARES"	"ASML"	""	"1.420,50$"	"1"	"4 => 5"	"Kauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"1.821,04"	"0,33%"	"1.827,00"	"Tagesende"	""	""	"AKT"	"Industrieunternehmen"	"NASDAQ ETH"	"USD"	
""	"16 Apr. 2026, 16:33:56"	"ASML NEW YORK REGISTRY SHARES"	"ASML"	""	"1.419,10$"	"2"	"2 => 4"	"Kauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"1.821,04"	"0,33%"	"1.827,00"	"Tagesende"	""	""	"AKT"	"Industrieunternehmen"	"NASDAQ ETH"	"USD"	
""	"16 Apr. 2026, 16:33:14"	"ADOBE"	"ADBE"	""	"246,71$"	"2"	"4 => 6"	"Kauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"195,30"	"0,08%"	"195,45"	"Tagesende"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"16 Apr. 2026, 16:32:21"	"ONTO INNOVATION"	"ONTO"	""	"267,09$"	"3"	"8 => 11"	"Kauf"	"At Market"	""	""	"Ausgeführt"	"-"	"-"	""	""	"318,05"	"4,70%"	"333,00"	"Tagesende"	""	""	"AKT"	"Industrieunternehmen"	"NYSE ETH"	"USD"	
""	"16 Apr. 2026, 16:19:42"	"HUT 8"	"HUT"	""	"68,36$"	"20"	"0 => 20"	"Kauf"	"Limit"	""	"68,36$"	"Ausgeführt"	"-"	"-"	""	""	"118,40"	"0,51%"	"119,00"	"Kein Limit"	""	""	"AKT"	"Finanzdienstleistung"	"NASDAQ ETH"	"USD"	
""	"16 Apr. 2026, 15:54:28"	"CATERPILLAR"	"CAT"	""	"760,49$"	"-4"	"4 => 0"	"Verkauf"	"Stop"	"760,60$"	""	"Ausgeführt"	"+2,15$"	"+0,07%"	""	""	"1.005,01"	"0,84%"	"1.013,50"	"Kein Limit"	""	"74,6M"	"AKT"	"Industrieunternehmen"	"NYSE ETH"	"USD"	
""	"16 Apr. 2026, 15:53:48"	"WINGSTOP"	"WING"	""	"187,10$"	"-10"	"10 => 0"	"Verkauf"	"Stop"	"187,45$"	""	"Ausgeführt"	"-78,95$"	"-4,05%"	""	""	"149,63"	"6,66%"	"159,60"	"Kein Limit"	""	"85,5M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"16 Apr. 2026, 15:53:31"	"ROBINHOOD MARKETS"	"HOOD"	""	"85,58$"	"20"	"0 => 20"	"Kauf"	"Limit"	""	"85,58$"	"Ausgeführt"	"-"	"-"	""	""	"98,37"	"0,27%"	"98,64"	"Kein Limit"	""	""	"AKT"	"Finanzdienstleistung"	"NASDAQ ETH"	"USD"	
